,windgust,winddir,windspeed
0,42.352486247521824,110.37087848275857,34.23984317034113
1,45.073617053631935,102.59678915867963,44.51511123723884
2,42.36196814742799,100.66049237879882,34.907257408192976
3,42.53999271454615,103.57538912911865,37.7077050694819
4,38.113465090860316,107.61950934933739,42.204942885348686
5,39.44751278051113,98.63511694183092,41.80445271164239
6,35.891324956451896,144.50048315814485,46.625435944015166
7,45.663927271203214,107.62821271119662,48.364640152976
8,46.33328366340554,108.59644914092462,42.986723414266336
9,40.432012126501284,94.40212119215414,43.479609616935186
10,35.525879891535226,95.13569385660799,37.45031152959183
11,41.076781320120276,101.51840237755968,35.76684329347405
12,38.58314025655879,90.30029717972414,35.10219949923054
13,28.529148023178955,99.99128937618832,35.293617823889704
14,38.1267195226758,133.2746304590011,44.627767683859446
15,34.04306498511669,109.76086337163592,42.676567544046634
16,34.70857046170379,92.37685391835386,37.70290759289359
17,37.41627742605342,149.69100718395578,50.964332252113635
18,34.21966600299561,82.56509628753648,46.096251478399275
19,39.099984713657136,97.70821645008931,54.27228156902483
20,37.63597683963914,97.73309397864072,50.19380200403839
21,34.38131090408921,97.80548783826758,45.79905077739633
22,34.15686042652384,106.7082723935199,48.091471439552286
23,34.19158187972688,105.26069705168297,46.40800815950536
24,30.68595660298059,93.15615696390627,41.17834236830184
25,31.929428127714473,96.49565703267692,42.39518662121505
26,36.80372140704896,127.06656772240983,50.09431383768134
27,35.68507972670636,137.78511001121498,48.633442567975855
28,34.967224048610674,106.67257854820701,44.881216191348386
29,32.97533731451021,84.57024018131538,41.6019427004082
30,36.51223768990699,124.29190577661387,49.5990784574269
31,36.61909743759611,99.34661174297884,47.92851087374647
32,34.24138587504733,84.65289696475315,43.32884594150521
33,32.6581917834622,92.65558788587481,43.08312394848029
34,33.77758443027737,109.22696494544405,44.50231961836032
35,32.31513158784399,110.04485457218743,44.32006506871332
36,32.45023728322691,94.14554809688173,41.58143447920736
37,32.55321577322111,95.94389910671607,43.57025615288569
38,33.418812094387995,78.53485365326495,38.61605373591206
39,35.01146785782615,115.8879546578662,42.44475228584277
40,33.23920468211216,137.32986884668162,44.657395075434735
41,35.60866825599591,95.04702521338885,47.199492675158446
42,37.32483904037168,107.62680407459511,51.17543113414074
43,38.09047085146121,83.92707180160753,52.5393071411296
44,37.68453933819854,107.29089455358849,51.328910736399635
45,35.480005195535895,105.89174109492797,47.30569631752495
46,33.240074488396885,97.90673359400006,44.76770730054061
47,32.09083029217048,91.06641941136255,41.88199539625045
48,33.32560628256375,100.14483076575132,37.42825205821317
49,30.539748234934216,105.70454335227922,39.9011629087915
50,32.70876191629507,91.48508633270706,41.133737730600664
51,34.99172022095492,105.76214652759037,37.25366455017991
52,33.91486716987874,120.38568101799157,43.49192049694071
53,33.537985669421914,98.08082598540992,43.942645404840235
54,34.42925644702805,109.44361828559909,45.488741268980114
55,36.21588659747985,88.80616136736276,49.233607880386884
56,36.93155006031723,116.15167155304619,49.154627935230664
57,37.38228418276317,106.18353010523776,53.08117419206519
58,35.3743793590879,104.16203596519148,46.95637757540362
59,34.35638741412254,96.46079327678989,48.056303160760336
60,29.750151237895196,73.43021621338524,40.65960530004973
61,31.089225598749604,93.41305706410404,37.14175647025852
62,36.57865650236967,110.18305188448417,42.760979342860686
63,32.822122454559846,90.37830043153195,40.04345170305825
64,33.42152518201448,124.73004206812908,38.120179022517235
65,35.27261960929497,100.0023999973826,43.71254494715244
66,35.49865293201801,117.35987928952898,37.56861294091706
67,43.226469625219046,111.9379615476974,45.74948511276862
68,40.44286447700722,95.66720263142231,49.25055268664248
69,32.47561590438908,108.36105590312471,40.238334321245546
70,36.401524498096,110.6007126368276,48.46717630290929
71,33.54594287982317,97.23000947810658,43.56386282148185
72,34.110639325114605,82.80853887734494,39.676652899028916
73,34.77605377546261,98.82446033987445,40.36959585785839
74,34.53980781441397,106.27743082726246,40.53735885632337
75,37.92979942542464,97.68600526939073,42.13140470599201
76,37.08925301955651,126.06729097899887,39.60379865745033
77,36.45655238813808,123.0093673051772,46.848538429654745
78,36.17094239192465,102.26168457287383,44.096238996728815
79,35.51118926794727,83.46254872803932,43.98182810102529
80,36.484917175644036,79.7518729147746,43.49192049694071
81,33.26654036741497,99.6426015088681,39.02244659000748
82,38.58093287026064,105.87657309723687,51.018749910109065
83,32.93828710669022,90.82783158698422,42.503902991505385
84,30.472214351042574,84.78732868956337,37.14244536410746
85,29.46899141337105,64.73074822817878,35.45349571362328
86,31.047717633720392,96.5352070206864,38.86715802188626
87,34.242842294872915,107.28113471427812,40.22250958700334
88,36.75231181001108,122.48243659931774,48.345673269811286
89,34.85499628132135,106.43112314217565,47.56589003744847
90,36.65407426996995,98.05033906467754,50.115471304164274
91,37.30901817431492,111.95559465944112,50.95171409571506
92,36.17238111220374,102.20078619408419,46.457568868062225
93,32.30927556646195,105.07088326963145,41.450926265364586
94,33.15116966637007,106.69046320220099,43.13220391816415
95,36.123388767515266,123.74336759145649,49.02193905021139
96,29.6918919163651,79.54269037945252,39.40406900196618
97,30.80534004406577,88.18910558865511,39.28885522278403
98,29.8165169517184,101.83016384254068,39.17278404334387
99,34.33845018800672,101.69204199291904,38.73728914118386
100,33.099623529973535,103.09418880435774,42.00190257453293
101,36.38044686673127,83.38535041143236,45.04183253563946
102,34.682683610706654,93.16639473349214,46.63183423148986
103,35.66289966644587,83.76356933893392,49.6086188938241
104,33.34173056941751,98.25728287397229,45.95876511679168
105,33.88326589387149,104.90987107523549,47.056242403145696
106,30.56964529746501,109.45657271148784,40.254486156164226
107,33.12404890413181,102.45235359857628,44.55027951603079
108,31.335201253355287,87.54590953929973,36.67326900441221
109,31.04905015672054,126.93712408042238,37.49187809585847
110,31.08432282437146,128.08699916906824,40.398583916293305
111,36.10371698584328,133.76775388642466,41.96352771789735
112,36.001031802619515,115.59988847286036,42.89399532855644
113,33.45414544619832,82.6801265585836,39.2927952991143
114,37.70553100033746,77.57968987428335,44.07385738074453
115,38.459177689945605,122.56479153205517,47.55019416104852
116,36.37003953339426,92.30788103333064,47.86125699223481
117,32.909014585299914,91.28636795499608,42.689943979286134
118,34.34715330786726,102.30303811881775,45.479146315803504
119,33.35834538655975,105.10245182203994,45.076262359873915
120,33.0543253334885,87.70018040138852,42.91791828257684
121,33.127950389879864,94.35754790540683,41.562249528925
122,33.878542643464904,118.49820858888756,40.971837763957964
123,31.621182940045045,103.672735979972,36.56461210697215
124,32.09969017944279,129.9142523834583,43.63260848032108
125,35.25112983134764,118.42782706726285,46.990391089686185
126,35.793866196456406,101.55168141727,51.08429890324638
127,33.71558544742429,78.60192236345367,44.42621915037125
128,36.88858820396908,95.83354752152394,46.55189280858764
129,32.789588159601834,92.86771346552503,38.989409421683476
130,34.46585658066583,99.53365856027742,44.660591741136656
131,33.1744445700064,98.12907178901114,39.9731101894035
132,35.77798970325354,139.94721626916055,39.129834733308485
133,29.173244634031267,97.43529310854954,38.39675751268966
134,29.710415756021774,82.74902398093175,39.181045813460294
135,34.355722416875786,159.3836595592717,42.900388659960285
136,32.59405115548364,127.69663075087877,40.78206485482288
137,33.374416574774024,110.0110976022016,46.65432488103296
138,36.458539794358416,98.49096562447036,49.875656947599325
139,34.78353309810859,81.54579678100426,46.758878151804524
140,34.7054376419748,85.43348287578192,46.21296199097982
141,32.8633472268452,93.66676257772339,38.723436923142216
142,29.70489602602307,106.82511376876894,37.8292081025799
143,30.581036219885608,103.75146870430558,40.774075668603516
144,30.607385787598172,82.96283489365877,39.51805863164696
145,32.11475755052034,100.27123074651053,39.053838342807396
146,30.471205476892557,74.49926826159778,39.1595711584426
147,35.3795526836767,100.46921965169574,44.192163748140615
148,31.915172407268887,98.43660734418768,41.66616842262704
149,32.497634140224505,97.85982096432528,44.078937353371614
150,39.10376230257975,105.36375391161738,53.23299846665827
151,40.078516783973015,99.58140127937811,55.777276737558495
152,39.377819551947525,112.41913671823326,53.51277857860348
153,34.53434371156138,99.99556559444284,45.40256510894144
154,37.009996978874206,111.54844837315883,49.4408013785797
155,40.7725766860642,101.78211927273966,44.01310090812467
156,25.65422838611083,81.20034626244498,31.505742429597284
157,30.004402694738978,96.5678999669536,39.253681987921226
158,34.41213340005084,74.7038651816975,42.54787325213704
159,29.971774845035213,103.64999656054786,40.51028879730962
160,31.82574165586061,96.84376635282149,44.11223223738011
161,35.569767181314226,129.2496022955776,49.387241120842305
162,40.448766011508816,97.85076544331565,53.61669251623465
163,35.15382783876394,88.02970074923839,44.03965057969859
164,30.019899911945608,84.99856632507016,36.35997594134086
165,36.15258543370632,108.40633350817279,45.103545529934465
166,36.56546781172686,111.52734397836144,47.49834870382718
